9924rmnkvknv364818,09u924rbwf,1271803.806,4/16/2024
klnin09u4nj33464,3240-9rfwb,102907.5,4/26/2021
klnin09u4nj33465,3240-9rfwb,102907.5,5/26/2021
klnin09u4nj33466,3240-9rfwb,102907.5,6/26/2021
klnin09u4nj33467,3240-9rfwb,102907.5,7/26/2021
klnin09u4nj33468,3240-9rfwb,102907.5,8/26/2021
klnin09u4nj33469,3240-9rfwb,102907.5,9/26/2021
klnin09u4nj33470,3240-9rfwb,102907.5,10/26/2021
klnin09u4nj33471,3240-9rfwb,102907.5,11/26/2021
klnin09u4nj33472,3240-9rfwb,102907.5,12/26/2021
klnin09u4nj33473,3240-9rfwb,102907.5,1/26/2022
klnin09u4nj33474,3240-9rfwb,102907.5,2/26/2022
klnin09u4nj33475,3240-9rfwb,102907.5,3/26/2022
